review,rating,date,bank,source,vader_sentiment,bert_sentiment,clean_review,identified_theme
After update it doesn't work well,2,2024-07-09,BOA,Google Play,negative,NEGATIVE,update work,['Other']
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play,negative,NEGATIVE,error occur try 5 day tele birr user find ለራሴ አዝዤ,['Account Access Issues']
Good but Very slow.,1,2024-07-08,BOA,Google Play,positive,POSITIVE,good slow .,['Transaction Performance']
Very good app,5,2024-07-07,BOA,Google Play,positive,POSITIVE,good app,['Other']
"It is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play,negative,NEGATIVE,"bad app , work",['Other']
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,BOA,Google Play,positive,NEGATIVE,"go use app , trash app . care app bank rate 0/5 .",['Other']
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play,neutral,NEGATIVE,usually crash unable process request developer option,['Other']
Miliyone.,5,2024-07-05,BOA,Google Play,neutral,NEGATIVE,miliyone .,['Other']
Workneh girmamo,5,2024-07-05,BOA,Google Play,neutral,POSITIVE,Workneh girmamo,['Other']
🙏🙏🙏,5,2024-07-05,BOA,Google Play,neutral,NEGATIVE,🙏 🙏 🙏,['Other']
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play,negative,NEGATIVE,"believe day age , major bank country understand have work mobile payment option * * * * survive . decide account CBE Awash . bother useless app .",['Other']
Is it even working these days? Please check it.,1,2024-07-04,BOA,Google Play,positive,POSITIVE,work day ? check .,['Other']
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,BOA,Google Play,neutral,NEGATIVE,"app essentially unusable , ask disable developer mode disabled crash , work wifi datum , crash .......",['Other']
Please make it functional.,5,2024-07-03,BOA,Google Play,positive,POSITIVE,functional .,['Other']
its best app but its don't working in poor connection area so,5,2024-07-03,BOA,Google Play,positive,NEGATIVE,good app work poor connection area,['Other']
Please Recover thank you,5,2024-07-02,BOA,Google Play,positive,POSITIVE,Recover thank,['Other']
This app doesn't work,1,2024-06-30,BOA,Google Play,neutral,NEGATIVE,app work,['Other']
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,BOA,Google Play,positive,NEGATIVE,"app run fine , take like forever open main dashboard crash . guy get to step . need app way fast",['Other']
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,BOA,Google Play,neutral,NEGATIVE,underrated app see ur banking system Soo Idiocracy,['Other']
It demands to disable developer option.,1,2024-06-27,BOA,Google Play,neutral,NEGATIVE,demand disable developer option .,['Other']
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,BOA,Google Play,negative,NEGATIVE,"month , transaction app . disappointing . bank Abyssinia currently near bank work place . bank turn bad bank country day day . respond customer update system year long , think train customer service operator .",['Customer Support']
Open Open service,5,2024-06-26,BOA,Google Play,neutral,POSITIVE,Open Open service,['Customer Support']
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25,BOA,Google Play,neutral,NEGATIVE,አፑ በጣም አስቸጋሪ ሆኗል,['Other']
Its not working.,1,2024-06-24,BOA,Google Play,neutral,NEGATIVE,work .,['Other']
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,BOA,Google Play,negative,NEGATIVE,"riddle crash , not use anymore . frustrating !",['Other']
Always error occured. The worst app ever,1,2024-06-20,BOA,Google Play,negative,NEGATIVE,error occur . bad app,['Account Access Issues']
ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,1,2024-06-20,BOA,Google Play,neutral,NEGATIVE,ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App .... ዛግግግ ነው ያረገኝ 😡 😡 😡,['Other']
Excellent service,5,2024-06-19,BOA,Google Play,positive,POSITIVE,excellent service,['Customer Support']
It's not convenient,1,2024-06-17,BOA,Google Play,neutral,NEGATIVE,convenient,['Other']
meskelu Metku,5,2024-06-17,BOA,Google Play,neutral,POSITIVE,meskelu Metku,['Other']
Verry nice,5,2024-06-17,BOA,Google Play,positive,POSITIVE,verry nice,['Other']
It has become the most unreliable mibile banking app ever.,1,2024-06-16,BOA,Google Play,neutral,NEGATIVE,unreliable mibile banking app .,['Other']
"አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ,ነገር ግን Network በጣም ነዉ እሚያስቸገረው",2,2024-06-13,BOA,Google Play,neutral,NEGATIVE,"አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ , ነገር ግን Network በጣም ነዉ እሚያስቸገረው",['Other']
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13,BOA,Google Play,negative,NEGATIVE,poor mobile banking see industry . stable login post transaction . attractive . error report frequently .,['Account Access Issues']
👍👍👍,5,2024-06-12,BOA,Google Play,neutral,NEGATIVE,👍 👍 👍,['Other']
Really Bank,5,2024-06-12,BOA,Google Play,neutral,POSITIVE,Bank,['Other']
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,BOA,Google Play,positive,POSITIVE,like bank Abyssinia good bank Ethiopia,['Other']
The app is not good need a few work,3,2024-06-11,BOA,Google Play,negative,NEGATIVE,app good need work,['Other']
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,BOA,Google Play,negative,NEGATIVE,"bad mob app see . slow , uncomfortable stupid . well learn good app ( tele birr ) . release update bad .",['Transaction Performance']
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,BOA,Google Play,negative,NEGATIVE,"unreliable , expensive service . time , work . , day complete transaction charge unworthy service . recommend bank app .",['Customer Support']
excellent service,5,2024-06-10,BOA,Google Play,positive,POSITIVE,excellent service,['Customer Support']
You are beutiful,5,2024-06-09,BOA,Google Play,neutral,NEGATIVE,beutiful,['Other']
The best app,5,2024-06-06,BOA,Google Play,positive,POSITIVE,good app,['Other']
አይሰራም አፑ ለምንድነው,1,2024-06-06,BOA,Google Play,neutral,NEGATIVE,አይሰራም አፑ ለምንድነው,['Other']
Awful,1,2024-06-06,BOA,Google Play,negative,NEGATIVE,Awful,['Other']
Developer option to be off really,1,2024-06-06,BOA,Google Play,neutral,NEGATIVE,developer option,['Other']
Good app boa,5,2024-06-06,BOA,Google Play,positive,POSITIVE,good app boa,['Other']
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,BOA,Google Play,negative,NEGATIVE,disappointed recent change app . disable developer option functionality unnecessary . previous version offer user - friendly experience .,['Other']
"Worest app, it cannot be downloaded",2,2024-06-05,BOA,Google Play,neutral,NEGATIVE,"Worest app , download",['Other']
😭😭😭😭😭😭😭,1,2024-06-05,BOA,Google Play,negative,NEGATIVE,😭 😭 😭 😭 😭 😭 😭,['Other']
slow only some times the wey it is veary nice app,5,2024-06-05,BOA,Google Play,positive,POSITIVE,slow time wey veary nice app,['Transaction Performance']
ok yes,5,2024-06-04,BOA,Google Play,positive,POSITIVE,ok yes,['Other']
It's nice apps,1,2024-06-04,BOA,Google Play,positive,POSITIVE,nice app,['Other']
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,BOA,Google Play,negative,NEGATIVE,wow ! disgrace BOA . app barely work . slow return error .,"['Account Access Issues', 'Transaction Performance']"
Excited by your service,5,2024-06-02,BOA,Google Play,positive,POSITIVE,excite service,['Customer Support']
Kerfafa new,1,2024-06-01,BOA,Google Play,neutral,POSITIVE,Kerfafa new,['Other']
ABDU MUDESR,2,2024-06-01,BOA,Google Play,neutral,POSITIVE,ABDU MUDESR,['Other']
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,BOA,Google Play,negative,NEGATIVE,"bad mobile banking app ! load ( like perfect WiFi data connection manage network issue ) , finally app , make hard send money .",['Other']
It is Good to save time 👌👌,3,2024-05-31,BOA,Google Play,positive,POSITIVE,good save time 👌 👌,['Other']
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-30,BOA,Google Play,negative,NEGATIVE,"sorry kind stupid developer think app fast disable "" developer mode "" ? see degeneracy entire life , rid feature",['Other']
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,BOA,Google Play,neutral,NEGATIVE,purpose point allow screenshot recipe transfer ? ? ?,['Transaction Performance']
Ayseram,1,2024-05-28,BOA,Google Play,neutral,NEGATIVE,Ayseram,['Other']
Worst banking app ever,1,2024-05-28,BOA,Google Play,negative,NEGATIVE,bad banking app,['Other']
not bad,1,2024-05-26,BOA,Google Play,positive,POSITIVE,bad,['Other']
I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,2024-05-26,BOA,Google Play,negative,NEGATIVE,use app turn developer mode ? ? kind stupid rule ? ? bad experience banking app ! !,['Other']
How disappointing!,1,2024-05-25,BOA,Google Play,negative,NEGATIVE,disappointing !,['Other']
Sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesn't match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled ??plus when it come to recent transaction nothing to display...,1,2024-05-24,BOA,Google Play,negative,NEGATIVE,sorry compare bank mobile app wor need improvement app match bank standard need update slow plus say stop develop option phone develop setting enable ? ? plus come recent transaction display ...,['Transaction Performance']
Very Very nice 👌 👍,5,2024-05-23,BOA,Google Play,positive,POSITIVE,nice 👌 👍,['Other']
🥰🥰🥰🥰🥰,5,2024-05-23,BOA,Google Play,positive,NEGATIVE,🥰 🥰 🥰 🥰 🥰,['Other']
Cool,4,2024-05-22,BOA,Google Play,positive,POSITIVE,cool,['Other']
What is that disable developer option I have never seen any app commands.,3,2024-05-22,BOA,Google Play,neutral,NEGATIVE,disable developer option see app command .,['Other']
Please fix the app i doesn't belongs to Abbssinya Bank Name,1,2024-05-22,BOA,Google Play,positive,NEGATIVE,fix app belong Abbssinya Bank,['Other']
All,5,2024-05-21,BOA,Google Play,neutral,POSITIVE,,['Other']
Very poor,1,2024-05-21,BOA,Google Play,negative,NEGATIVE,poor,['Other']
"Playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks In the country and can't manage to have good mobile application in the Era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. DON'T USE THIS APP, IT'S WASTE OF TIME.",1,2024-05-21,BOA,Google Play,negative,NEGATIVE,"Playstore need option 0 star application right , deserve exactly , imagine big bank country manage good mobile application Era mobile money , guy brink collapse well right real quick go to 10 meter grave . don't use APP , WASTE TIME .",['Other']
It's good when i've downloaded at first. But now it doesn't work well,2,2024-05-20,BOA,Google Play,negative,NEGATIVE,good download . work,['Other']
It's just terrible. It kept crashing in middle of transaction. Hell sometimes it won't open. My phone is stock Android (pixel 8) and I don't even know how this happens. Fix it!,1,2024-05-20,BOA,Google Play,negative,NEGATIVE,terrible . keep crash middle transaction . Hell will open . phone stock Android ( pixel 8) know happen . fix !,['Other']
ደስታው ንጋቴ,5,2024-05-20,BOA,Google Play,neutral,NEGATIVE,ደስታው ንጋቴ,['Other']
Good but not working top up,5,2024-05-20,BOA,Google Play,neutral,POSITIVE,good work,['Other']
በጣም ቀፋፊ አፕ ነው ። ሰርቶ አያውቅም ። በጣም ብዙ ችግር አለበት ከአቢሲኒያ ባንክ የማይጠበቅ አፕ ለምን ደህና ዲቨሎኘር ቀጥራችሁ አፕሊኬሽኑን ድጋሚ አታሰሩትም ?,1,2024-05-20,BOA,Google Play,neutral,NEGATIVE,በጣም ቀፋፊ አፕ ነው ። ሰርቶ አያውቅም ። በጣም ብዙ ችግር አለበት ከአቢሲኒያ ባንክ የማይጠበቅ አፕ ለምን ደህና ዲቨሎኘር ቀጥራችሁ አፕሊኬሽኑን ድጋሚ አታሰሩትም ?,['Other']
It is good,5,2024-05-19,BOA,Google Play,positive,POSITIVE,good,['Other']
Great app..,3,2024-05-18,BOA,Google Play,positive,POSITIVE,great app ..,['Other']
This app is the most worst app I used in Ethiopia and belive me I know I live in Ethiopia. Being the fincial app It doesn't work when you want it. It makes you wait for cash out code and immediately debit the amount before sending the code I have got to say abysinia bank I didn't expect this from you and I use CBE mobile banking,1,2024-05-18,BOA,Google Play,negative,NEGATIVE,app bad app Ethiopia belive know live Ethiopia . fincial app work want . make wait cash code immediately debit send code get abysinia bank expect use CBE mobile banking,['Other']
Poor mobile banking alwayes not working alwayes,1,2024-05-18,BOA,Google Play,negative,NEGATIVE,poor mobile banking alwayes work alwayes,['Other']
"Absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging",1,2024-05-17,BOA,Google Play,negative,NEGATIVE,"absolutely bad mobile banking app.it crash time , problem log cut balance recharge",['Other']
Fails occasionally.,4,2024-05-17,BOA,Google Play,negative,NEGATIVE,fail occasionally .,['Other']
Worst app ever,1,2024-05-16,BOA,Google Play,negative,NEGATIVE,bad app,['Other']
Easy and cool app,5,2024-05-16,BOA,Google Play,positive,POSITIVE,easy cool app,['User Interface & Experience']
open,5,2024-05-16,BOA,Google Play,neutral,POSITIVE,open,['Other']
App is so bad network,1,2024-05-16,BOA,Google Play,negative,NEGATIVE,App bad network,['Other']
It's not working for 3days. Come on as a big bank in Ethiopia this is unprofessionallism from boa,1,2024-05-15,BOA,Google Play,neutral,NEGATIVE,work 3days . come big bank Ethiopia unprofessionallism boa,['Other']
"Be careful of using this app to transfer large sums of money. Recently I can't top up my mobile card, can't pay tickets, can't transfer money to Telebirr. The *815# works but what's the use of an app if we're using USSD. It will refund your mobile top up days after failing to top up but I wouldn't want to risk that. I'm a big fan of BoA but I wouldn't recommend this app. 👎",1,2024-05-15,BOA,Google Play,positive,NEGATIVE,"careful app transfer large sum money . recently mobile card , pay ticket , transfer money Telebirr . * 815 # work use app USSD . refund mobile day fail want risk . big fan boa recommend app . 👎",['Transaction Performance']
Nice 🤙,5,2024-05-15,BOA,Google Play,positive,POSITIVE,nice 🤙,['Other']
"The worst mobile banking app, doesn't even work for a week properly.",1,2024-05-15,BOA,Google Play,negative,NEGATIVE,"bad mobile banking app , work week properly .",['Other']
Secretary,5,2024-05-14,BOA,Google Play,neutral,POSITIVE,Secretary,['Other']
77867748 I can't update my mobile banking,1,2024-05-14,BOA,Google Play,neutral,NEGATIVE,77867748 update mobile banking,['Other']
Hate how we're expected to disable 'Developer Options' everytime we open the app. An unnecessary point of friction that's been put in place in the guise of security.,2,2024-05-14,BOA,Google Play,negative,NEGATIVE,hate expect disable ' Developer Options ' everytime open app . unnecessary point friction place guise security .,['Other']
Exilent service,5,2024-05-13,BOA,Google Play,neutral,NEGATIVE,exilent service,['Customer Support']
Build a new app,1,2024-05-13,BOA,Google Play,neutral,POSITIVE,build new app,['Other']
Exceptional service,5,2024-05-13,BOA,Google Play,neutral,POSITIVE,exceptional service,['Customer Support']
I don't get why this app is developed it is not functional at all !!,1,2024-05-12,BOA,Google Play,neutral,NEGATIVE,app develop functional ! !,['Other']
good good,3,2024-05-12,BOA,Google Play,positive,POSITIVE,good good,['Other']
This app is trash,1,2024-05-12,BOA,Google Play,neutral,NEGATIVE,app trash,['Other']
It's improved now,3,2024-05-12,BOA,Google Play,positive,POSITIVE,improve,['Other']
It is really make my life so much easy!,5,2024-05-12,BOA,Google Play,positive,POSITIVE,life easy !,['User Interface & Experience']
Good appp,1,2024-05-11,BOA,Google Play,positive,POSITIVE,good appp,['Other']
My advice for whoever reading is go look for other bank(awash bank is a great example). This bank won't even allow you to access your money when you want. It has bad servers which don't work(respond) on time.,1,2024-05-11,BOA,Google Play,positive,NEGATIVE,advice read look bank(awash bank great example ) . bank will allow access money want . bad server work(respond ) time .,['Account Access Issues']
Am not satisfay,2,2024-05-11,BOA,Google Play,neutral,NEGATIVE,satisfay,['Other']
Preventing login because I have developer options on is not security. Moved all my money somewhere else because I just didn't wanna deal with it,1,2024-05-11,BOA,Google Play,negative,NEGATIVE,prevent login developer option security . move money wanna deal,['Account Access Issues']
The app has bugs. Signing in is still a challenge. Transfer to another bank is impossible. The app is slow and bland.,3,2024-05-11,BOA,Google Play,positive,NEGATIVE,app bug . signing challenge . transfer bank impossible . app slow bland .,['Transaction Performance']
Why do u force me to Turn OFF developers option just to use your app its not fair and am not using ur app anymore,1,2024-05-10,BOA,Google Play,negative,NEGATIVE,u force turn developer option use app fair ur app anymore,['Other']
"Very poor app. It crashes every time, doesn't load properly, and you can't even buy airtime. The programming is subpar. Please take lessons from other online banking apps. I would give it a zero if I could!!",1,2024-05-10,BOA,Google Play,negative,NEGATIVE,"poor app . crash time , load properly , buy airtime . programming subpar . lesson online banking app . zero ! !",['Other']
GOOD HARMONY BANK,5,2024-05-10,BOA,Google Play,positive,POSITIVE,good HARMONY BANK,['Other']
This app is very simpl for useing,4,2024-05-10,BOA,Google Play,neutral,NEGATIVE,app simpl use,['Other']
Very laggy un able to make transactions Fix it,1,2024-05-10,BOA,Google Play,neutral,NEGATIVE,laggy un able transaction fix,['Other']
After recent update the app keeps asking to disable developers options and won't let you use it unless you do.,2,2024-05-10,BOA,Google Play,neutral,NEGATIVE,recent update app keep ask disable developer option will let use .,['Other']
Wow amazing,5,2024-05-10,BOA,Google Play,positive,POSITIVE,wow amazing,['Other']
Ethiopia,5,2024-05-09,BOA,Google Play,neutral,POSITIVE,Ethiopia,['Other']
Great UI UX Design !!!,5,2024-05-09,BOA,Google Play,positive,POSITIVE,great UI UX Design ! ! !,['User Interface & Experience']
Rubbish!,1,2024-05-09,BOA,Google Play,neutral,NEGATIVE,Rubbish !,['Other']
App is any updates why?,5,2024-05-09,BOA,Google Play,neutral,NEGATIVE,App update ?,['Other']
"I am an app developer, I need to keep developer options on... WHY ARE YOU ASKING ME TO TURN DEVELOPER OPTIONS OFF... why is it that Abyssinia is the only damned bank in Ethiopia that just can't seem to buld an app that works... it's not that hard people, just look at CBE... this is simply terrible, borderline unusable!",1,2024-05-09,BOA,Google Play,negative,NEGATIVE,"app developer , need developer option ... ask turn developer option ... Abyssinia damned bank Ethiopia buld app work ... hard people , look CBE ... simply terrible , borderline unusable !",['Other']
UGH 🤮🤮🤮 they are super calculative when it CM 2 Mobile-banking or any online stuff. If ur degital!! better chose other bank.,1,2024-05-09,BOA,Google Play,positive,NEGATIVE,UGH 🤮 🤮 🤮 super calculative CM 2 mobile - banking online stuff . ur degital ! ! well choose bank .,['Other']
Slow every time,2,2024-05-08,BOA,Google Play,neutral,NEGATIVE,slow time,['Transaction Performance']
It takes a very long time to log in please fix,1,2024-05-08,BOA,Google Play,positive,NEGATIVE,take long time log fix,['Other']
It's not functional at all,1,2024-05-08,BOA,Google Play,neutral,NEGATIVE,functional,['Other']
What's wrong with App. this days? it doesn't working properly. 1) it's VERY SLOW & doesn't open. it's very Annoying. 2) most of the time it says repeatedly Please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. I've updated the App. when it needed but nothing changed. 👉PLEASE if it has some issues with the App. Please fix it otherwise I'm going to uninstall it.,2,2024-05-08,BOA,Google Play,negative,NEGATIVE,wrong App . day ? work properly . 1 ) SLOW & open . annoying . 2 ) time say repeatedly try try later open work . 3 ) repeatedly say go wrong screen . update App . need change . 👉 issue App . fix go uninstall .,['Other']
Eri,5,2024-05-08,BOA,Google Play,neutral,POSITIVE,Eri,['Other']
Disgrace app,1,2024-05-08,BOA,Google Play,negative,NEGATIVE,Disgrace app,['Other']
It doesn't work 😔,1,2024-05-07,BOA,Google Play,negative,NEGATIVE,work 😔,['Other']
It crash repeatedly! Try to make it more stable for customers need meet!,2,2024-05-07,BOA,Google Play,negative,NEGATIVE,crash repeatedly ! try stable customer need meet !,['Other']
After two weeks it require update why?,5,2024-05-07,BOA,Google Play,neutral,NEGATIVE,week require update ?,['Other']
Excellence,5,2024-05-07,BOA,Google Play,positive,POSITIVE,excellence,['Other']
It keeps crashing and hasn't been fixed,1,2024-05-07,BOA,Google Play,neutral,NEGATIVE,keep crash fix,['Other']
"The application is full of bug, so annoying.",1,2024-05-07,BOA,Google Play,negative,NEGATIVE,"application bug , annoying .",['Other']
"Why is the app asking me to remove developer options? Why does it matter what I do with my phone , this is unacceptable! Fix this",3,2024-05-06,BOA,Google Play,negative,NEGATIVE,"app ask remove developer option ? matter phone , unacceptable ! fix",['Other']
Worst application relative to other Ethiopia mobile banking app,1,2024-05-06,BOA,Google Play,negative,NEGATIVE,bad application relative Ethiopia mobile banking app,['Other']
"Lag,...",1,2024-05-06,BOA,Google Play,negative,NEGATIVE,"Lag , ...",['Other']
"""I am extremely disappointed with the poor service I have received. It is unacceptable that I cannot make transactions of 30,000 Birr and sometimes my money gets stuck in the air. As a result of your incompetence, I have been forced to change my bank account. This level of service is completely unacceptable and needs to be rectified immediately.""",1,2024-05-06,BOA,Google Play,negative,NEGATIVE,""" extremely disappointed poor service receive . unacceptable transaction 30,000 Birr money get stuck air . result incompetence , force change bank account . level service completely unacceptable need rectify immediately . """,['Customer Support']
አረ wuyyyyyyyyyy,1,2024-05-05,BOA,Google Play,neutral,NEGATIVE,አረ wuyyyyyyyyyy,['Other']
Great app,5,2024-05-05,BOA,Google Play,positive,POSITIVE,great app,['Other']
"Doesn't work properly, keeps closing won't activate any account, I wouldn't recommend downloading",1,2024-05-05,BOA,Google Play,negative,NEGATIVE,"work properly , keep closing will activate account , recommend download",['Other']
Pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve,1,2024-05-05,BOA,Google Play,positive,NEGATIVE,pls improve mobile banking app work constantly update new version app try improve,['Other']
አሁን update የተደረገው App ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን😏😏),1,2024-05-05,BOA,Google Play,neutral,NEGATIVE,አሁን update የተደረገው App ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን 😏 😏 ),['Other']
Dont even try,1,2024-05-05,BOA,Google Play,neutral,NEGATIVE,not try,['Other']
"The version 24.04.26 is not opening on any of my devices. I noticed this issue on my friend's Android 9 phone and also on my Samsung Android 12 phone. Even after weekly updates, the newest version is not working properly. Please provide a stable version update, as I prefer the older version of the app from the new one.",1,2024-05-04,BOA,Google Play,positive,NEGATIVE,"version 24.04.26 open device . notice issue friend Android 9 phone Samsung Android 12 phone . weekly update , new version work properly . provide stable version update , prefer old version app new .",['Other']
it's good app,5,2024-05-04,BOA,Google Play,positive,POSITIVE,good app,['Other']
Good service,5,2024-05-04,BOA,Google Play,positive,POSITIVE,good service,['Customer Support']
This app is not working!!,1,2024-05-04,BOA,Google Play,neutral,NEGATIVE,app work ! !,['Other']
ayseram yastelal,3,2024-05-04,BOA,Google Play,neutral,POSITIVE,ayseram yastelal,['Other']
this app not work why?pleas tell me,2,2024-05-04,BOA,Google Play,neutral,NEGATIVE,app work why?pleas tell,['Other']
አማረኛ ?,1,2025-01-31,BOA,Google Play,neutral,NEGATIVE,አማረኛ ?,['Other']
T the other day and then I have to go 😭 to the other side of the house 😁😁😁😁 I know I don't know if I have r RTR and I don't know what to say about it but I have a new phone with a sinister e so you can get it for me to get w,4,2024-10-02,BOA,Google Play,negative,NEGATIVE,t day 😭 house 😁 😁 😁 😁 know know r RTR know new phone sinister e w,['Other']
አልክፍት አለኝ ምንጭ,5,2024-07-28,BOA,Google Play,neutral,NEGATIVE,አልክፍት አለኝ ምንጭ,['Other']
Arife,5,2024-05-21,BOA,Google Play,neutral,POSITIVE,arife,['Other']
አስፈላጊ,5,2024-05-01,BOA,Google Play,neutral,NEGATIVE,አስፈላጊ,['Other']
tebedu arif app new,4,2024-04-27,BOA,Google Play,neutral,NEGATIVE,tebedu arif app new,['Other']
በርቱ,5,2024-04-25,BOA,Google Play,neutral,NEGATIVE,በርቱ,['Other']
