review,rating,date,bank,source,vader_sentiment,bert_sentiment,clean_review,identified_theme
ረዘም ላለ ግዜ እየተጠቀምኩት ነው ይህን መተግበሪያ ጥሩ ነው ነገር ግን አንዳንድ ችግሮች አሉበት 1ኛ የከፈልኩበትን ደረሰኝ በግዜው ከልወሰድኩ ከሰላሳ ትራንዛክሽን በኅላ መልሼ ከዚህ በፊት የተገበያየውበትን ማግኘት አልችልም ልክ እንደ ሌሎች ባንኮች ምሳሌ (አቢሲኒያ አዋሽ..) ሌላው ብር ለመላክ አስቤ እልካለው ግን አካውንቴ ላይ ለተወሰነ ደቂቃ ከአካውንት ሰይቀንስ ይቆይና ያልገባ መስሎኝ ድጋሜ እልካለው ሁለት ግዜ ሰው ጋ ይገባና ሌላ ችግር ውስጥ መግባት ይህኛው በጣም ትኩረት ሊሰጠው የሚገባ ጉዳይ ነው ሌሎችንም ስህተቶችን ማንሳት ይቻላል ዋናውን ላንሳ ብዬ ነው እንጂ developerሮች በርቱ በየ ግዜው የሚሰጣችሁን feedback ተቀበሉ አሻሽሉት,3,2025-03-20,CBE,Google Play,neutral,NEGATIVE,ረዘም ላለ ግዜ እየተጠቀምኩት ነው ይህን መተግበሪያ ጥሩ ነው ነገር ግን አንዳንድ ችግሮች አሉበት 1ኛ የከፈልኩበትን ደረሰኝ በግዜው ከልወሰድኩ ከሰላሳ ትራንዛክሽን በኅላ መልሼ ከዚህ በፊት የተገበያየውበትን ማግኘት አልችልም ልክ እንደ ሌሎች ባንኮች ምሳሌ ( አቢሲኒያ አዋሽ .. ) ሌላው ብር ለመላክ አስቤ እልካለው ግን አካውንቴ ላይ ለተወሰነ ደቂቃ ከአካውንት ሰይቀንስ ይቆይና ያልገባ መስሎኝ ድጋሜ እልካለው ሁለት ግዜ ሰው ጋ ይገባና ሌላ ችግር ውስጥ መግባት ይህኛው በጣም ትኩረት ሊሰጠው የሚገባ ጉዳይ ነው ሌሎችንም ስህተቶችን ማንሳት ይቻላል ዋናውን ላንሳ ብዬ ነው እንጂ developerሮች በርቱ በየ ግዜው የሚሰጣችሁን feedback ተቀበሉ አሻሽሉት,['Other']
CBE app is great,5,2025-03-20,CBE,Google Play,positive,POSITIVE,CBE app great,['Other']
zaku,5,2025-03-20,CBE,Google Play,neutral,POSITIVE,zaku,['Other']
its good and saving time,5,2025-03-20,CBE,Google Play,positive,POSITIVE,good save time,['Other']
"this new update(Mar 19,2025) is great in fixing bugs, stability and smooth experience I'll give u that but it came with a big shortcoming which is not allowing to take screenshot. I can't screenshot neither my balance nor the transaction or anything within the app, i understand it's for security reasons but please bring that back, allow us to take screenshot we need that. Thanks.",4,2025-03-20,CBE,Google Play,positive,NEGATIVE,"new update(mar 19,2025 ) great fix bug , stability smooth experience u come big shortcoming allow screenshot . screenshot balance transaction app , understand security reason bring , allow screenshot need . thank .",['Other']
"what went wrong, I couldn't take a screenshot.",3,2025-03-20,CBE,Google Play,negative,NEGATIVE,"go wrong , screenshot .",['Other']
full,5,2025-03-20,CBE,Google Play,neutral,POSITIVE,,['Other']
App is crushing recently. Please update.,4,2025-03-20,CBE,Google Play,negative,NEGATIVE,App crush recently . update .,['Other']
It is good but why screenshot is forbidden,4,2025-03-20,CBE,Google Play,negative,NEGATIVE,good screenshot forbid,['Other']
Taking away the screenshot of the receipt is just silly. Worse is tbe download button putting a copy of the screenshot - which you prevented to be taken - in tbe downloads folder where we cant attach directly from Whatsapp. Millions of people use the screenshot as proof of payment / transfer yet you make that harder for everyone? I have every user contacts the developer or manager who made this awful decision.,1,2025-03-20,CBE,Google Play,negative,NEGATIVE,take away screenshot receipt silly . bad tbe download button put copy screenshot - prevent take - tbe download folder not attach directly Whatsapp . million people use screenshot proof payment / transfer hard ? user contact developer manager awful decision .,['Transaction Performance']
very good app,5,2025-03-20,CBE,Google Play,positive,POSITIVE,good app,['Other']
New update version 5.0.9 keeps crashing it needs maintenance,3,2025-03-19,CBE,Google Play,neutral,NEGATIVE,new update version 5.0.9 keeps crash need maintenance,['Other']
the update is unneeded,1,2025-03-19,CBE,Google Play,neutral,NEGATIVE,update unneeded,['Other']
Reliable bank,5,2025-03-19,CBE,Google Play,neutral,POSITIVE,Reliable bank,['Other']
as if the update of march 19 i can't take a screenshot in the app. i can just save it as file and that is so annoying. i used to save all screenshot in my gallery in one folder now with the extra steps added i have to save the file go to file and then screenshot it. the solution is to allow the screenshot to be save in to gallery automatically. i wish you give this review attention and resolve the issue shortly.,2,2025-03-19,CBE,Google Play,positive,NEGATIVE,update march 19 screenshot app . save file annoying . save screenshot gallery folder extra step add save file file screenshot . solution allow screenshot save gallery automatically . wish review attention resolve issue shortly .,['Other']
it is good app but when I make inter bank transaction It can't display The receiver account number and name of receiver and also receiver bank,4,2025-03-19,CBE,Google Play,positive,NEGATIVE,good app inter bank transaction display receiver account number receiver receiver bank,['Other']
ጥሩነዉ።,5,2025-03-19,CBE,Google Play,neutral,NEGATIVE,ጥሩነዉ።,['Other']
It was nice but now it dose not opened the transactions,5,2025-03-18,CBE,Google Play,positive,NEGATIVE,nice dose open transaction,['Other']
ኧረ ውረድ,5,2025-03-18,CBE,Google Play,neutral,NEGATIVE,ኧረ ውረድ,['Other']
simple to use,5,2025-03-17,CBE,Google Play,neutral,POSITIVE,simple use,['Other']
The apps is good to use,5,2025-03-17,CBE,Google Play,positive,POSITIVE,app good use,['Other']
It's best app but Please add(included) payment of water bill,4,2025-03-17,CBE,Google Play,positive,POSITIVE,good app add(include ) payment water bill,['Other']
the app has a bug and it keeps crashing 😑 please provide an update and fix the issue thank you....,3,2025-03-17,CBE,Google Play,positive,NEGATIVE,app bug keep crash 😑 provide update fix issue thank ....,['Other']
This is my favorite App,5,2025-03-17,CBE,Google Play,positive,POSITIVE,favorite App,['Other']
CBE i like,5,2025-03-16,CBE,Google Play,positive,POSITIVE,CBE like,['Other']
1.we can't get mobile Token on CBE App or any other online. This is need to improve 2.internet banking is always say authenticate error after some weeks this is need to improve.,4,2025-03-16,CBE,Google Play,positive,NEGATIVE,1.we mobile Token CBE App online . need improve 2.internet banking authenticate error week need improve .,['Account Access Issues']
excellent app for account transaction specially for bussiness customers and a good method to pay bills and different personal payment.,5,2025-03-15,CBE,Google Play,positive,POSITIVE,excellent app account transaction specially bussiness customer good method pay bill different personal payment .,['Other']
የሚገርም አፕ ተመችቶኛል 🙏❤,5,2025-03-14,CBE,Google Play,positive,NEGATIVE,የሚገርም አፕ ተመችቶኛል 🙏 ❤,['Other']
Wow,5,2025-03-14,CBE,Google Play,positive,POSITIVE,wow,['Other']
"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",3,2025-03-14,CBE,Google Play,negative,NEGATIVE,"app bring new problem . open app , close open . fix issue problem",['Other']
በጣም ጥሩ አፕልኬሽን ነው,2,2025-03-14,CBE,Google Play,neutral,NEGATIVE,በጣም ጥሩ አፕልኬሽን ነው,['Other']
"In my view, I can't give any conclusion because it's the starting of an online banking in my country. However, the commercial bank of ethiopia must rebuild this app and also need to make more access to changing the system. Keep continuing ethiopia 🇪🇹 🇪🇹🇪🇹🇪🇹",5,2025-03-14,CBE,Google Play,neutral,NEGATIVE,"view , conclusion starting online banking country . , commercial bank ethiopia rebuild app need access change system . continue ethiopia 🇪 🇹 🇪 🇹 🇪 🇹 🇪 🇹",['Account Access Issues']
Very attractive and user-friendly,5,2025-03-13,CBE,Google Play,positive,POSITIVE,attractive user - friendly,['Other']
Good apps,5,2025-03-13,CBE,Google Play,positive,POSITIVE,good app,['Other']
My special app and my proud bank of Ethiopia.,5,2025-03-13,CBE,Google Play,positive,POSITIVE,special app proud bank Ethiopia .,['Other']
The app need update it always crash,1,2025-03-13,CBE,Google Play,negative,NEGATIVE,app need update crash,['Other']
It is very comfortable and simple to use!!! But whay standing order is not work?,5,2025-03-13,CBE,Google Play,positive,NEGATIVE,comfortable simple use ! ! ! whay standing order work ?,['Other']
"One of the best apps I have used ,",5,2025-03-13,CBE,Google Play,positive,POSITIVE,"good app ,",['Other']
Asela,1,2025-03-13,CBE,Google Play,neutral,POSITIVE,Asela,['Other']
I am appreciate this app,5,2025-03-13,CBE,Google Play,positive,POSITIVE,appreciate app,['Other']
Excellent app,5,2025-03-12,CBE,Google Play,positive,POSITIVE,excellent app,['Other']
በጠምጡሩ,5,2025-06-04,CBE,Google Play,neutral,NEGATIVE,በጠምጡሩ,['Other']
ከሠማይየሚወርደውንዕምድርይችለዋል,5,2025-06-04,CBE,Google Play,neutral,NEGATIVE,ከሠማይየሚወርደውንዕምድርይችለዋል,['Other']
ዋው,5,2025-05-21,CBE,Google Play,neutral,NEGATIVE,ዋው,['Other']
it makes trading easier keep it up,5,2025-04-13,CBE,Google Play,positive,POSITIVE,make trading easy,['User Interface & Experience']
betam konjo,5,2025-03-21,CBE,Google Play,neutral,NEGATIVE,betam konjo,['Other']
አሪፋ,5,2025-01-30,CBE,Google Play,neutral,NEGATIVE,አሪፋ,['Other']
ምርጥ ነዉ አሁንም እንዲሻሻል መስራት ያስፈልጋል,1,2025-01-29,CBE,Google Play,neutral,NEGATIVE,ምርጥ ነዉ አሁንም እንዲሻሻል መስራት ያስፈልጋል,['Other']
Good ap,5,2025-01-11,CBE,Google Play,positive,POSITIVE,good ap,['Other']
ቀለላል፣ምቹና ሁሉንም አገልገሎት ባንድ ላይ የያዘ,5,2025-01-01,CBE,Google Play,neutral,NEGATIVE,ቀለላል፣ምቹና ሁሉንም አገልገሎት ባንድ ላይ የያዘ,['Other']
5ok,5,2024-12-30,CBE,Google Play,neutral,POSITIVE,5ok,['Other']
ሹፌር ደረጃ,5,2024-11-18,CBE,Google Play,neutral,NEGATIVE,ሹፌር ደረጃ,['Other']
አስተማማኝ እና ቀልጣፋ ነዉ ቢሻሻል ምለዉ እስቴት መንት በስልክ ቢያንስለወራቶች በቀላሉ እንዲገኝ ቢደረግ እላለሁ,5,2024-10-05,CBE,Google Play,neutral,NEGATIVE,አስተማማኝ እና ቀልጣፋ ነዉ ቢሻሻል ምለዉ እስቴት መንት በስልክ ቢያንስለወራቶች በቀላሉ እንዲገኝ ቢደረግ እላለሁ,['Other']
በጣም አሪፎ ነው,5,2024-08-27,CBE,Google Play,neutral,NEGATIVE,በጣም አሪፎ ነው,['Other']
በጣምጥሩ መተግበርያ ነው,5,2024-08-19,CBE,Google Play,neutral,NEGATIVE,በጣምጥሩ መተግበርያ ነው,['Other']
ዋዉ ፈጣን ምቹ 100%,5,2024-08-13,CBE,Google Play,neutral,POSITIVE,ዋዉ ፈጣን ምቹ 100 %,['Other']
"It is very usefully app that contains the very important contents in it &Hence, the devellopers should be thanked enough!",5,2024-08-07,CBE,Google Play,positive,POSITIVE,"usefully app contain important content & , develloper thank !",['Other']
GOOD,5,2024-08-06,CBE,Google Play,positive,POSITIVE,good,['Other']
ሞባይል ባንኪንግ ለመክፈት አልቻልኩበትም,5,2024-07-26,CBE,Google Play,neutral,NEGATIVE,ሞባይል ባንኪንግ ለመክፈት አልቻልኩበትም,['Other']
በጣም ጥሩ ነው,5,2024-06-30,CBE,Google Play,neutral,NEGATIVE,በጣም ጥሩ ነው,['Other']
ቀላል አጠቃቀም በጣም ደስ የሚል አፕ,5,2024-06-27,CBE,Google Play,neutral,NEGATIVE,ቀላል አጠቃቀም በጣም ደስ የሚል አፕ,['Other']
Taks for negd bank,5,2024-05-03,CBE,Google Play,neutral,NEGATIVE,tak negd bank,['Other']
በጣም ጥሩ ነው ከዚህም በላይ በደምብ እድታሻሽሉት እጠብቃለው።👍👍👍,5,2024-04-21,CBE,Google Play,neutral,NEGATIVE,በጣም ጥሩ ነው ከዚህም በላይ በደምብ እድታሻሽሉት እጠብቃለው። 👍 👍 👍,['Other']
አሪፍ,5,2024-04-18,CBE,Google Play,neutral,NEGATIVE,አሪፍ,['Other']
Interested application,5,2024-03-26,CBE,Google Play,positive,POSITIVE,interested application,['Other']
its good,5,2024-03-10,CBE,Google Play,positive,POSITIVE,good,['Other']
Very God,5,2024-02-25,CBE,Google Play,positive,POSITIVE,God,['Other']
Ok Wow,5,2024-02-21,CBE,Google Play,positive,POSITIVE,ok wow,['Other']
በጣም ግሩም ነው።,5,2024-02-13,CBE,Google Play,neutral,NEGATIVE,በጣም ግሩም ነው።,['Other']
Wow good,5,2024-02-11,CBE,Google Play,positive,POSITIVE,wow good,['Other']
ሽልመቱ አልዳረሰኝም,5,2024-01-14,CBE,Google Play,neutral,NEGATIVE,ሽልመቱ አልዳረሰኝም,['Other']
G000d application,5,2023-12-07,CBE,Google Play,neutral,NEGATIVE,g000d application,['Other']
ጥሩ ነው ቀጥሉበት,5,2023-09-01,CBE,Google Play,neutral,NEGATIVE,ጥሩ ነው ቀጥሉበት,['Other']
Waaw ነው,4,2023-06-22,CBE,Google Play,neutral,NEGATIVE,Waaw ነው,['Other']
አሪፍ ነው በጣም,2,2023-05-18,CBE,Google Play,neutral,NEGATIVE,አሪፍ ነው በጣም,['Other']
Honest,5,2023-04-06,CBE,Google Play,positive,POSITIVE,honest,['Other']
በጣም ጥሩ መተግበሪያ ነው,5,2022-06-02,CBE,Google Play,neutral,NEGATIVE,በጣም ጥሩ መተግበሪያ ነው,['Other']
Good banke app,5,2022-06-01,CBE,Google Play,positive,POSITIVE,good banke app,['Other']
በጣም አሪፍ ነው,4,2021-10-19,CBE,Google Play,neutral,NEGATIVE,በጣም አሪፍ ነው,['Other']
ቆጆ ነው,5,2021-10-18,CBE,Google Play,neutral,NEGATIVE,ቆጆ ነው,['Other']
በጣም አሪፍ ቴክኖሎጂ ነው,5,2021-10-11,CBE,Google Play,neutral,NEGATIVE,በጣም አሪፍ ቴክኖሎጂ ነው,['Other']
it's good app so i am happy!!!,5,2021-08-15,CBE,Google Play,positive,POSITIVE,good app happy ! ! !,['Other']
አስፈላጊ የሆነ,5,2021-05-19,CBE,Google Play,neutral,NEGATIVE,አስፈላጊ የሆነ,['Other']
የgoole፡ደንበነኛ፡ለማሆን፡እፈልጋለሁ።,2,2021-02-14,CBE,Google Play,neutral,NEGATIVE,የgoole፡ደንበነኛ፡ለማሆን፡እፈልጋለሁ።,['Other']
Exellent,5,2020-10-17,CBE,Google Play,neutral,NEGATIVE,exellent,['Other']
የማምነው ነው,5,2020-09-09,CBE,Google Play,neutral,NEGATIVE,የማምነው ነው,['Other']
it is not functional for all android phone like mine ...techno cammon c9 So i can't instal or can not recieve from my freinds So think over it,1,2020-08-08,CBE,Google Play,positive,NEGATIVE,functional android phone like ... techno cammon c9 instal recieve freind think,['Other']
