review,rating,date,bank,source,vader_sentiment,bert_sentiment,clean_review
It's best app but Please add(included) payment of water bill,4,2025-03-17,CBE,Google Play,positive,POSITIVE,good app add(include ) payment water bill
the app has a bug and it keeps crashing 😑 please provide an update and fix the issue thank you....,3,2025-03-17,CBE,Google Play,positive,NEGATIVE,app bug keep crash 😑 provide update fix issue thank ....
This is my favorite App,5,2025-03-17,CBE,Google Play,positive,POSITIVE,favorite App
CBE i like,5,2025-03-16,CBE,Google Play,positive,POSITIVE,CBE like
1.we can't get mobile Token on CBE App or any other online. This is need to improve 2.internet banking is always say authenticate error after some weeks this is need to improve.,4,2025-03-16,CBE,Google Play,positive,NEGATIVE,1.we mobile Token CBE App online . need improve 2.internet banking authenticate error week need improve .
excellent app for account transaction specially for bussiness customers and a good method to pay bills and different personal payment.,5,2025-03-15,CBE,Google Play,positive,POSITIVE,excellent app account transaction specially bussiness customer good method pay bill different personal payment .
የሚገርም አፕ ተመችቶኛል 🙏❤,5,2025-03-14,CBE,Google Play,positive,NEGATIVE,የሚገርም አፕ ተመችቶኛል 🙏 ❤
Wow,5,2025-03-14,CBE,Google Play,positive,POSITIVE,wow
"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",3,2025-03-14,CBE,Google Play,negative,NEGATIVE,"app bring new problem . open app , close open . fix issue problem"
በጣም ጥሩ አፕልኬሽን ነው,2,2025-03-14,CBE,Google Play,neutral,NEGATIVE,በጣም ጥሩ አፕልኬሽን ነው
"In my view, I can't give any conclusion because it's the starting of an online banking in my country. However, the commercial bank of ethiopia must rebuild this app and also need to make more access to changing the system. Keep continuing ethiopia 🇪🇹 🇪🇹🇪🇹🇪🇹",5,2025-03-14,CBE,Google Play,neutral,NEGATIVE,"view , conclusion starting online banking country . , commercial bank ethiopia rebuild app need access change system . continue ethiopia 🇪 🇹 🇪 🇹 🇪 🇹 🇪 🇹"
Very attractive and user-friendly,5,2025-03-13,CBE,Google Play,positive,POSITIVE,attractive user - friendly
Good apps,5,2025-03-13,CBE,Google Play,positive,POSITIVE,good app
My special app and my proud bank of Ethiopia.,5,2025-03-13,CBE,Google Play,positive,POSITIVE,special app proud bank Ethiopia .
The app need update it always crash,1,2025-03-13,CBE,Google Play,negative,NEGATIVE,app need update crash
It is very comfortable and simple to use!!! But whay standing order is not work?,5,2025-03-13,CBE,Google Play,positive,NEGATIVE,comfortable simple use ! ! ! whay standing order work ?
"One of the best apps I have used ,",5,2025-03-13,CBE,Google Play,positive,POSITIVE,"good app ,"
Asela,1,2025-03-13,CBE,Google Play,neutral,POSITIVE,Asela
I am appreciate this app,5,2025-03-13,CBE,Google Play,positive,POSITIVE,appreciate app
Excellent app,5,2025-03-12,CBE,Google Play,positive,POSITIVE,excellent app
በጠምጡሩ,5,2025-06-04,CBE,Google Play,neutral,NEGATIVE,በጠምጡሩ
ከሠማይየሚወርደውንዕምድርይችለዋል,5,2025-06-04,CBE,Google Play,neutral,NEGATIVE,ከሠማይየሚወርደውንዕምድርይችለዋል
ዋው,5,2025-05-21,CBE,Google Play,neutral,NEGATIVE,ዋው
it makes trading easier keep it up,5,2025-04-13,CBE,Google Play,positive,POSITIVE,make trading easy
betam konjo,5,2025-03-21,CBE,Google Play,neutral,NEGATIVE,betam konjo
አሪፋ,5,2025-01-30,CBE,Google Play,neutral,NEGATIVE,አሪፋ
ምርጥ ነዉ አሁንም እንዲሻሻል መስራት ያስፈልጋል,1,2025-01-29,CBE,Google Play,neutral,NEGATIVE,ምርጥ ነዉ አሁንም እንዲሻሻል መስራት ያስፈልጋል
Good ap,5,2025-01-11,CBE,Google Play,positive,POSITIVE,good ap
ቀለላል፣ምቹና ሁሉንም አገልገሎት ባንድ ላይ የያዘ,5,2025-01-01,CBE,Google Play,neutral,NEGATIVE,ቀለላል፣ምቹና ሁሉንም አገልገሎት ባንድ ላይ የያዘ
5ok,5,2024-12-30,CBE,Google Play,neutral,POSITIVE,5ok
ሹፌር ደረጃ,5,2024-11-18,CBE,Google Play,neutral,NEGATIVE,ሹፌር ደረጃ
አስተማማኝ እና ቀልጣፋ ነዉ ቢሻሻል ምለዉ እስቴት መንት በስልክ ቢያንስለወራቶች በቀላሉ እንዲገኝ ቢደረግ እላለሁ,5,2024-10-05,CBE,Google Play,neutral,NEGATIVE,አስተማማኝ እና ቀልጣፋ ነዉ ቢሻሻል ምለዉ እስቴት መንት በስልክ ቢያንስለወራቶች በቀላሉ እንዲገኝ ቢደረግ እላለሁ
በጣም አሪፎ ነው,5,2024-08-27,CBE,Google Play,neutral,NEGATIVE,በጣም አሪፎ ነው
በጣምጥሩ መተግበርያ ነው,5,2024-08-19,CBE,Google Play,neutral,NEGATIVE,በጣምጥሩ መተግበርያ ነው
ዋዉ ፈጣን ምቹ 100%,5,2024-08-13,CBE,Google Play,neutral,POSITIVE,ዋዉ ፈጣን ምቹ 100 %
"It is very usefully app that contains the very important contents in it &Hence, the devellopers should be thanked enough!",5,2024-08-07,CBE,Google Play,positive,POSITIVE,"usefully app contain important content & , develloper thank !"
GOOD,5,2024-08-06,CBE,Google Play,positive,POSITIVE,good
ሞባይል ባንኪንግ ለመክፈት አልቻልኩበትም,5,2024-07-26,CBE,Google Play,neutral,NEGATIVE,ሞባይል ባንኪንግ ለመክፈት አልቻልኩበትም
በጣም ጥሩ ነው,5,2024-06-30,CBE,Google Play,neutral,NEGATIVE,በጣም ጥሩ ነው
ቀላል አጠቃቀም በጣም ደስ የሚል አፕ,5,2024-06-27,CBE,Google Play,neutral,NEGATIVE,ቀላል አጠቃቀም በጣም ደስ የሚል አፕ
Taks for negd bank,5,2024-05-03,CBE,Google Play,neutral,NEGATIVE,tak negd bank
በጣም ጥሩ ነው ከዚህም በላይ በደምብ እድታሻሽሉት እጠብቃለው።👍👍👍,5,2024-04-21,CBE,Google Play,neutral,NEGATIVE,በጣም ጥሩ ነው ከዚህም በላይ በደምብ እድታሻሽሉት እጠብቃለው። 👍 👍 👍
አሪፍ,5,2024-04-18,CBE,Google Play,neutral,NEGATIVE,አሪፍ
Interested application,5,2024-03-26,CBE,Google Play,positive,POSITIVE,interested application
its good,5,2024-03-10,CBE,Google Play,positive,POSITIVE,good
Very God,5,2024-02-25,CBE,Google Play,positive,POSITIVE,God
Ok Wow,5,2024-02-21,CBE,Google Play,positive,POSITIVE,ok wow
በጣም ግሩም ነው።,5,2024-02-13,CBE,Google Play,neutral,NEGATIVE,በጣም ግሩም ነው።
Wow good,5,2024-02-11,CBE,Google Play,positive,POSITIVE,wow good
ሽልመቱ አልዳረሰኝም,5,2024-01-14,CBE,Google Play,neutral,NEGATIVE,ሽልመቱ አልዳረሰኝም
G000d application,5,2023-12-07,CBE,Google Play,neutral,NEGATIVE,g000d application
ጥሩ ነው ቀጥሉበት,5,2023-09-01,CBE,Google Play,neutral,NEGATIVE,ጥሩ ነው ቀጥሉበት
Waaw ነው,4,2023-06-22,CBE,Google Play,neutral,NEGATIVE,Waaw ነው
አሪፍ ነው በጣም,2,2023-05-18,CBE,Google Play,neutral,NEGATIVE,አሪፍ ነው በጣም
Honest,5,2023-04-06,CBE,Google Play,positive,POSITIVE,honest
በጣም ጥሩ መተግበሪያ ነው,5,2022-06-02,CBE,Google Play,neutral,NEGATIVE,በጣም ጥሩ መተግበሪያ ነው
Good banke app,5,2022-06-01,CBE,Google Play,positive,POSITIVE,good banke app
በጣም አሪፍ ነው,4,2021-10-19,CBE,Google Play,neutral,NEGATIVE,በጣም አሪፍ ነው
ቆጆ ነው,5,2021-10-18,CBE,Google Play,neutral,NEGATIVE,ቆጆ ነው
በጣም አሪፍ ቴክኖሎጂ ነው,5,2021-10-11,CBE,Google Play,neutral,NEGATIVE,በጣም አሪፍ ቴክኖሎጂ ነው
it's good app so i am happy!!!,5,2021-08-15,CBE,Google Play,positive,POSITIVE,good app happy ! ! !
አስፈላጊ የሆነ,5,2021-05-19,CBE,Google Play,neutral,NEGATIVE,አስፈላጊ የሆነ
የgoole፡ደንበነኛ፡ለማሆን፡እፈልጋለሁ።,2,2021-02-14,CBE,Google Play,neutral,NEGATIVE,የgoole፡ደንበነኛ፡ለማሆን፡እፈልጋለሁ።
Exellent,5,2020-10-17,CBE,Google Play,neutral,NEGATIVE,exellent
የማምነው ነው,5,2020-09-09,CBE,Google Play,neutral,NEGATIVE,የማምነው ነው
it is not functional for all android phone like mine ...techno cammon c9 So i can't instal or can not recieve from my freinds So think over it,1,2020-08-08,CBE,Google Play,positive,NEGATIVE,functional android phone like ... techno cammon c9 instal recieve freind think
